Dates,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME
11/20/2013,5564,43429,93806,214031,128527,#N/A N/A,28315,1000,#N/A N/A,5845,63124,355618,38019,32266,21306,14545,#N/A N/A,120389,118,79350,444615,21645,315760,118460,682479,18,6501,#N/A N/A,33900,96969,14280,358514,1774,277264,#N/A N/A,98107,19404,#N/A N/A,12164,4714,#N/A N/A,43624,18706,6379,146893,#N/A N/A,54877,76192,26701,279052,#N/A N/A,133060,1720863,194946,#N/A N/A,#N/A N/A,19336,1159158,544766,285510,8679,#N/A N/A,#N/A N/A,6201,47655,2731331,8814,2137,1824,#N/A N/A
11/21/2013,42150,30715,83907,706411,122295,#N/A N/A,25007,337,#N/A N/A,8825,120474,288597,57226,37202,12941,7995,#N/A N/A,87076,32,72342,317269,13248,104678,132407,479315,2200,3665,#N/A N/A,6097,75743,18519,628370,1316,266351,#N/A N/A,104861,15415,#N/A N/A,11623,2662,#N/A N/A,113812,19139,7248,153618,#N/A N/A,23405,45702,12915,391437,#N/A N/A,73340,1247343,621574,#N/A N/A,#N/A N/A,19616,1038278,393174,2741907,12171,#N/A N/A,#N/A N/A,20865,23225,1132912,4765,1363,3591,#N/A N/A
11/22/2013,24746,32870,67656,424583,255700,#N/A N/A,110968,110,#N/A N/A,10104,669542,1249066,46930,27430,7206,17430,#N/A N/A,32430,1469,108099,217385,11872,83834,199480,700539,2200,6108,#N/A N/A,2496,121450,2381,762221,2230,323294,#N/A N/A,34141,9297,#N/A N/A,28447,1498,#N/A N/A,31326,62647,11679,146369,#N/A N/A,31428,42577,15807,277656,#N/A N/A,420545,1184012,758900,#N/A N/A,#N/A N/A,27922,1114915,260800,3053604,7900,#N/A N/A,#N/A N/A,45843,12641,695101,4942,3048,4248,#N/A N/A
11/25/2013,8919,42500,125818,511758,327208,#N/A N/A,68725,20,#N/A N/A,19665,76432,278874,70123,17806,42421,29775,#N/A N/A,17020,2221,92934,265400,18285,201650,246992,551537,248,6739,#N/A N/A,7826,82377,20406,451962,2831,212776,#N/A N/A,47001,18135,#N/A N/A,21512,4633,#N/A N/A,36095,34821,8706,119114,#N/A N/A,33798,46918,12796,268370,#N/A N/A,309808,953678,547751,#N/A N/A,#N/A N/A,117772,772912,363236,1434737,9662,#N/A N/A,#N/A N/A,5652,37705,789619,11124,286,3605,#N/A N/A
11/26/2013,31113,58732,85290,234271,229038,#N/A N/A,57581,2085,#N/A N/A,10566,44759,359600,107230,12084,38953,15120,#N/A N/A,57359,2221,144129,712356,25678,174789,172814,861787,248,15015,#N/A N/A,4962,222544,11691,785196,2829,286428,#N/A N/A,117231,49615,#N/A N/A,11978,9099,#N/A N/A,67502,23214,23380,173801,#N/A N/A,45854,53762,31302,398054,#N/A N/A,585112,1990948,539445,#N/A N/A,#N/A N/A,95160,629662,532550,2000696,6751,#N/A N/A,#N/A N/A,9984,50145,878453,32185,2796,3432,#N/A N/A
11/27/2013,42568,36174,69466,153491,189995,#N/A N/A,6316,2085,#N/A N/A,12183,50311,648404,38969,9390,51601,10650,#N/A N/A,16834,2596,68094,289002,9271,117975,136491,347862,248,5018,#N/A N/A,3605,71965,8421,350255,3502,616327,#N/A N/A,57369,38720,#N/A N/A,16617,4529,#N/A N/A,34533,17264,11641,136035,#N/A N/A,21373,18138,456669,293108,#N/A N/A,196360,974465,1112559,#N/A N/A,#N/A N/A,110874,3718945,206092,794422,2032,#N/A N/A,#N/A N/A,5691,3735,666234,7783,4263,4139,#N/A N/A
11/28/2013,35132,43130,100132,189356,180602,#N/A N/A,7808,1000,#N/A N/A,12406,165757,178661,54334,5145,8558,43740,#N/A N/A,34332,998,77295,278024,5565,33167,69995,675786,493,1892,#N/A N/A,8184,132364,14232,445284,1321,428082,#N/A N/A,39330,8006,#N/A N/A,11294,1376,#N/A N/A,19009,10605,31799,123337,#N/A N/A,37711,35143,129474,131458,#N/A N/A,137281,1128569,795765,#N/A N/A,#N/A N/A,32886,1399392,481562,829424,1443,#N/A N/A,#N/A N/A,4719,5203,496687,15585,3089,1555,#N/A N/A
11/29/2013,19170,50073,78191,134074,97989,#N/A N/A,321606,446,#N/A N/A,5155,102861,334796,54219,3411,6742,19590,#N/A N/A,8437,1000,95034,287611,14003,57282,125608,329525,3076,636,#N/A N/A,3616,72586,15944,228326,12161,641507,#N/A N/A,50099,39790,#N/A N/A,8452,2544,#N/A N/A,27176,14721,24563,208667,#N/A N/A,26021,71217,98642,150486,#N/A N/A,114539,949710,910601,#N/A N/A,#N/A N/A,60300,1130446,360690,755454,11629,#N/A N/A,#N/A N/A,3786,7096,510538,18601,6397,4342,#N/A N/A
12/2/2013,55094,46882,70314,279799,149379,#N/A N/A,16179,2073,#N/A N/A,12392,40855,302610,29697,5314,8139,19380,#N/A N/A,18034,670,77130,452899,13450,78551,119637,467075,1165,3930,#N/A N/A,3974,122061,27590,410111,3010,386251,#N/A N/A,67475,32203,#N/A N/A,18282,4352,#N/A N/A,46964,11603,22823,243038,#N/A N/A,93175,52346,43453,330153,#N/A N/A,265228,1652937,613779,#N/A N/A,#N/A N/A,37128,595003,579386,829653,4200,#N/A N/A,#N/A N/A,4701,41654,713820,10330,3641,4353,#N/A N/A
12/3/2013,105683,42178,109593,380001,263739,#N/A N/A,112469,300,#N/A N/A,7494,144872,248355,28340,23136,15021,27595,#N/A N/A,20413,1814,120447,298852,10452,77760,227418,686239,100,25105,#N/A N/A,20033,115977,15185,459227,23191,293490,#N/A N/A,54034,17893,#N/A N/A,23142,5410,#N/A N/A,89857,46739,14126,510812,#N/A N/A,233590,165835,25145,182794,#N/A N/A,277085,3609918,903253,#N/A N/A,#N/A N/A,89662,962882,243962,1057026,6662,#N/A N/A,#N/A N/A,13479,147980,1007630,28791,2584,2195,#N/A N/A
12/4/2013,54156,92559,166357,155262,401351,#N/A N/A,103690,480,#N/A N/A,10354,14453,460162,92428,35369,21939,102115,#N/A N/A,56940,1361,117003,338318,3929,253758,152076,998527,1705,7674,#N/A N/A,12784,176648,26112,594151,5016,329059,#N/A N/A,49857,17380,#N/A N/A,18066,2955,#N/A N/A,69046,32932,29270,301487,#N/A N/A,48303,59571,147022,119524,#N/A N/A,127670,2446022,633039,#N/A N/A,#N/A N/A,51772,2630352,240094,1587413,24728,#N/A N/A,#N/A N/A,30354,14053,757337,10159,8183,1882,#N/A N/A
12/5/2013,22677,46208,132751,290694,206732,#N/A N/A,49397,1000,#N/A N/A,24197,25464,411033,57796,16748,25727,62030,#N/A N/A,31053,1832,226563,272995,4066,153456,77142,794352,1135,5518,#N/A N/A,9881,237395,11664,638124,3249,414320,#N/A N/A,180291,20201,#N/A N/A,36692,14507,#N/A N/A,37944,21518,44668,306367,#N/A N/A,67710,48661,24281,109833,#N/A N/A,92369,1263913,944229,#N/A N/A,#N/A N/A,102302,1942874,176870,796255,2844,#N/A N/A,#N/A N/A,14328,69265,1850064,8466,7560,4183,#N/A N/A
12/6/2013,35670,132701,67817,199645,176231,#N/A N/A,38122,1000,#N/A N/A,15893,17512,178573,34844,10671,10256,98245,#N/A N/A,10508,1915,135795,221428,5004,80632,89795,769597,2712,14129,#N/A N/A,7029,104113,15424,458697,2197,244631,#N/A N/A,171352,52622,#N/A N/A,18435,5610,#N/A N/A,13707,38708,28043,216109,#N/A N/A,48639,31398,25511,147175,#N/A N/A,75650,1375731,771791,#N/A N/A,#N/A N/A,18154,1029644,215808,695016,5410,#N/A N/A,#N/A N/A,3048,4292,1037732,13284,1722,3509,#N/A N/A
12/9/2013,5711,71878,78781,98972,116527,#N/A N/A,44611,4175,#N/A N/A,24853,54193,138442,32109,19745,79175,125925,#N/A N/A,6181,451,78036,363510,3094,74336,96104,352235,8679,3216,#N/A N/A,5370,99354,13166,644091,3106,184512,#N/A N/A,102700,33444,#N/A N/A,22798,7423,#N/A N/A,17665,45833,33110,126720,#N/A N/A,35840,14379,34589,620707,#N/A N/A,100091,1784159,649810,#N/A N/A,#N/A N/A,18460,1053255,309400,398309,19843,#N/A N/A,#N/A N/A,10086,11627,545545,13459,1914,4400,#N/A N/A
12/10/2013,12186,58936,138419,82756,178479,#N/A N/A,246981,4175,#N/A N/A,13864,12048,208479,19674,15342,13311,34005,#N/A N/A,16291,2862,85833,105764,4438,53796,92839,369766,6055,3512,#N/A N/A,4822,98983,6104,741530,988,200324,#N/A N/A,126902,24532,#N/A N/A,13099,4091,#N/A N/A,13447,76473,11398,547154,#N/A N/A,34824,56086,23558,273266,#N/A N/A,101977,1678831,580730,#N/A N/A,#N/A N/A,15832,886417,514634,585365,10083,#N/A N/A,#N/A N/A,16260,2321,816931,6000,3128,2512,#N/A N/A
12/11/2013,3628,25474,191163,123677,126596,#N/A N/A,29570,500,#N/A N/A,8102,34290,171056,90867,13910,10699,24130,#N/A N/A,13930,1362,122391,154025,5326,52119,80948,414760,875,3144,#N/A N/A,2626,507955,12756,323990,1637,374066,#N/A N/A,127061,38108,#N/A N/A,7775,2516,#N/A N/A,16249,16619,7198,286721,#N/A N/A,94378,43071,24387,282019,#N/A N/A,137811,1230115,410893,#N/A N/A,#N/A N/A,14726,816586,358090,602444,5857,#N/A N/A,#N/A N/A,7668,29576,784944,14172,1195,1597,#N/A N/A
12/12/2013,26027,24547,145721,100024,452254,#N/A N/A,42364,1060,#N/A N/A,13177,71835,387180,19994,9322,20832,22310,#N/A N/A,42902,3031,144567,223716,7218,74366,109807,457759,806,8631,#N/A N/A,3896,346371,17304,489415,955,362463,#N/A N/A,99397,24032,#N/A N/A,17813,7479,#N/A N/A,45521,29269,16332,294357,#N/A N/A,56768,52751,22438,299821,#N/A N/A,472797,1779172,471364,#N/A N/A,#N/A N/A,45652,2253425,137884,345825,1786,#N/A N/A,#N/A N/A,18099,15297,1890287,8325,6726,2251,#N/A N/A
12/13/2013,8607,41130,142245,118661,327383,#N/A N/A,66829,1800,#N/A N/A,17677,8598,257211,80839,10754,4738,23875,#N/A N/A,45115,883,115614,155508,7367,50341,57906,291304,2000,2574,#N/A N/A,4294,151952,14673,467164,4409,263505,#N/A N/A,63774,11477,#N/A N/A,8881,2534,#N/A N/A,29852,25591,25685,247692,#N/A N/A,24063,48577,20143,122927,#N/A N/A,94856,1253418,356090,#N/A N/A,#N/A N/A,12268,1514185,139046,428679,4041,#N/A N/A,#N/A N/A,15405,16176,891879,5117,1344,2171,#N/A N/A
12/16/2013,34830,46234,214074,67444,201398,#N/A N/A,40296,1400,#N/A N/A,12685,23979,263342,38675,17515,27232,39200,#N/A N/A,32406,1157,99480,219483,16496,104861,99617,380841,1366,5822,#N/A N/A,6836,197031,12701,578585,4748,505435,#N/A N/A,101266,20862,#N/A N/A,23968,2347,#N/A N/A,57162,21710,52180,214701,#N/A N/A,70474,65470,13614,153531,#N/A N/A,120138,1936267,690537,#N/A N/A,#N/A N/A,45910,1016735,289218,595022,2,#N/A N/A,#N/A N/A,7200,13410,771840,10285,1305,1824,#N/A N/A
12/17/2013,19797,23458,117126,76357,146779,#N/A N/A,138799,1400,#N/A N/A,17087,68992,228373,35011,20252,30755,47095,#N/A N/A,28655,174,63519,451161,53204,55825,92032,271422,1366,7135,#N/A N/A,3839,217103,5592,570215,5569,237588,#N/A N/A,50644,42316,#N/A N/A,14874,4989,#N/A N/A,60565,23267,26432,422121,#N/A N/A,31945,33247,20279,125217,#N/A N/A,62734,1101417,750540,#N/A N/A,#N/A N/A,8852,608591,167946,321376,3105,#N/A N/A,#N/A N/A,6330,62839,907599,11388,1253,1275,#N/A N/A
12/18/2013,112166,90072,151370,161451,180403,#N/A N/A,177198,1400,#N/A N/A,22444,59671,322597,92584,10984,42319,40905,#N/A N/A,75213,619,63420,306360,9690,103637,79125,300114,2625,3681,#N/A N/A,8820,140235,15289,803976,8127,398787,#N/A N/A,45484,49182,#N/A N/A,11227,5936,#N/A N/A,119754,14793,9804,389254,#N/A N/A,34380,25088,42974,140028,#N/A N/A,86432,719864,2071674,#N/A N/A,#N/A N/A,97424,855242,210692,777213,3042,#N/A N/A,#N/A N/A,14316,7431,841091,13976,2042,2998,#N/A N/A
12/19/2013,25006,81688,147079,155698,224722,#N/A N/A,149525,300,#N/A N/A,48126,28523,296045,83863,15331,39057,25920,#N/A N/A,29574,958,166887,159424,39483,95183,138307,265821,2697,6724,#N/A N/A,13939,214583,8615,501190,190,350143,#N/A N/A,86014,34467,#N/A N/A,17721,5236,#N/A N/A,38935,12762,14971,276628,#N/A N/A,43708,22394,48033,93486,#N/A N/A,103037,1940918,887158,#N/A N/A,#N/A N/A,35716,1687935,319458,669468,2704,#N/A N/A,#N/A N/A,31413,50900,722312,22384,3289,5562,#N/A N/A
12/20/2013,143790,51293,234471,265833,175924,#N/A N/A,174120,968,#N/A N/A,79826,112725,1724947,106673,24113,7934,46780,#N/A N/A,26123,11253,132423,202166,48411,203961,188595,338262,1541,4182,#N/A N/A,7270,210966,7183,1179014,1653,561275,#N/A N/A,147704,23626,#N/A N/A,28716,14922,#N/A N/A,53070,59533,16183,242351,#N/A N/A,49265,22781,89925,166698,#N/A N/A,142508,1409006,519043,#N/A N/A,#N/A N/A,64198,1408249,253852,1175561,2971,#N/A N/A,#N/A N/A,46899,8028,1125938,11430,2232,4172,#N/A N/A
12/23/2013,47868,34441,83453,119959,145133,#N/A N/A,197665,1495,#N/A N/A,18484,284376,425750,104147,12551,21107,74235,#N/A N/A,32927,8550,143508,110544,41558,81382,153650,205241,1000,2702,#N/A N/A,18913,112608,17923,263481,13527,485887,#N/A N/A,77369,28524,#N/A N/A,20313,6723,#N/A N/A,24498,8217,28870,89489,#N/A N/A,30258,23860,79422,294742,#N/A N/A,106145,867337,1290435,#N/A N/A,#N/A N/A,29962,960477,266670,409243,12753,#N/A N/A,#N/A N/A,43629,6177,379492,21492,5408,2813,#N/A N/A
12/24/2013,47868,34441,83453,119959,145133,#N/A N/A,197665,1495,#N/A N/A,18484,284376,425750,104147,12551,21107,74235,#N/A N/A,32927,8550,143508,110544,41558,81382,153650,205241,1000,2702,#N/A N/A,18913,112608,17923,263481,13527,485887,#N/A N/A,77369,28524,#N/A N/A,20313,6723,#N/A N/A,24498,8217,28870,89489,#N/A N/A,30258,23860,79422,294742,#N/A N/A,106145,867337,1290435,#N/A N/A,#N/A N/A,29962,960477,266670,409243,12753,#N/A N/A,#N/A N/A,43629,6177,379492,21492,5408,2813,#N/A N/A
12/25/2013,47868,34441,83453,119959,145133,#N/A N/A,197665,1495,#N/A N/A,18484,284376,425750,104147,12551,21107,74235,#N/A N/A,32927,8550,143508,110544,41558,81382,153650,205241,1000,2702,#N/A N/A,18913,112608,17923,263481,13527,485887,#N/A N/A,77369,28524,#N/A N/A,20313,6723,#N/A N/A,24498,8217,28870,89489,#N/A N/A,30258,23860,79422,294742,#N/A N/A,106145,867337,1290435,#N/A N/A,#N/A N/A,29962,960477,266670,409243,12753,#N/A N/A,#N/A N/A,43629,6177,379492,21492,5408,2813,#N/A N/A
12/26/2013,47868,34441,83453,119959,145133,#N/A N/A,197665,1495,#N/A N/A,18484,284376,425750,104147,12551,21107,74235,#N/A N/A,32927,8550,143508,110544,41558,81382,153650,205241,1000,2702,#N/A N/A,18913,112608,17923,263481,13527,485887,#N/A N/A,77369,28524,#N/A N/A,20313,6723,#N/A N/A,24498,8217,28870,89489,#N/A N/A,30258,23860,79422,294742,#N/A N/A,106145,867337,1290435,#N/A N/A,#N/A N/A,29962,960477,266670,409243,12753,#N/A N/A,#N/A N/A,43629,6177,379492,21492,5408,2813,#N/A N/A
12/27/2013,16329,41435,121853,222822,141663,#N/A N/A,237291,1090,#N/A N/A,12392,51683,212945,76915,19123,13338,13440,#N/A N/A,31959,2568,52326,97310,19688,70525,255216,529110,2848,4746,#N/A N/A,13081,129189,10410,346638,9205,236410,#N/A N/A,76610,48735,#N/A N/A,19301,2746,#N/A N/A,32795,31220,21518,204517,#N/A N/A,24172,46505,103165,191109,#N/A N/A,64754,1000554,627494,#N/A N/A,#N/A N/A,38002,886894,255692,423742,5703,#N/A N/A,#N/A N/A,25950,31731,486180,12857,6020,2103,#N/A N/A
12/30/2013,104676,22635,59875,34573,95810,#N/A N/A,67545,50,#N/A N/A,8433,112623,231465,44778,9194,25939,31295,#N/A N/A,34974,604,43215,64483,9257,49524,69567,301917,500,4021,#N/A N/A,5515,64091,7322,305253,5821,112592,#N/A N/A,28683,18376,#N/A N/A,4188,4361,#N/A N/A,21694,40845,11566,108380,#N/A N/A,22561,24671,32340,118977,#N/A N/A,55260,684651,329913,#N/A N/A,#N/A N/A,32458,926956,210266,370528,2739,#N/A N/A,#N/A N/A,68808,14369,339134,11918,2395,1804,#N/A N/A
12/31/2013,104676,22635,59875,34573,95810,#N/A N/A,67545,50,#N/A N/A,8433,112623,231465,44778,9194,25939,31295,#N/A N/A,34974,604,43215,64483,9257,49524,69567,301917,500,4021,#N/A N/A,5515,64091,7322,305253,5821,112592,#N/A N/A,28683,18376,#N/A N/A,4188,4361,#N/A N/A,21694,40845,11566,108380,#N/A N/A,22561,24671,32340,118977,#N/A N/A,55260,684651,329913,#N/A N/A,#N/A N/A,32458,926956,210266,370528,2739,#N/A N/A,#N/A N/A,68808,14369,339134,11918,2395,1804,#N/A N/A
1/1/2014,104676,22635,59875,34573,95810,#N/A N/A,67545,50,#N/A N/A,8433,112623,231465,44778,9194,25939,31295,#N/A N/A,34974,604,43215,64483,9257,49524,69567,301917,500,4021,#N/A N/A,5515,64091,7322,305253,5821,112592,#N/A N/A,28683,18376,#N/A N/A,4188,4361,#N/A N/A,21694,40845,11566,108380,#N/A N/A,22561,24671,32340,118977,#N/A N/A,55260,684651,329913,#N/A N/A,#N/A N/A,32458,926956,210266,370528,2739,#N/A N/A,#N/A N/A,68808,14369,339134,11918,2395,1804,#N/A N/A
1/2/2014,85841,26391,95969,80488,240012,#N/A N/A,16649,50,#N/A N/A,44952,15253,391866,27093,30166,12341,88825,#N/A N/A,25923,3023,74211,68347,6849,64002,172023,304405,3000,9829,#N/A N/A,13283,222292,18829,412878,3151,541058,#N/A N/A,93143,9425,#N/A N/A,11333,2879,#N/A N/A,38357,16508,14929,298971,#N/A N/A,32238,37142,22735,168647,#N/A N/A,90610,2423320,618211,#N/A N/A,#N/A N/A,100260,996377,206186,617567,5432,#N/A N/A,#N/A N/A,93882,10725,739653,9464,913,3607,#N/A N/A
1/3/2014,52392,20128,112689,41591,115466,#N/A N/A,10050,5100,#N/A N/A,20521,11895,197140,25750,14988,10451,78230,#N/A N/A,82212,1211,63285,61625,1460,47425,135917,383922,30,5398,#N/A N/A,6361,85916,1213,619127,226,253803,#N/A N/A,118992,95502,#N/A N/A,4876,2487,#N/A N/A,31004,8626,18417,157074,#N/A N/A,29490,30058,45705,169555,#N/A N/A,156555,1983930,537985,#N/A N/A,#N/A N/A,59410,1318131,247068,355186,2839,#N/A N/A,#N/A N/A,76584,1540,480345,6022,337,1268,#N/A N/A
1/6/2014,55468,25551,86833,263656,111945,#N/A N/A,11958,10,#N/A N/A,17939,19056,312590,38746,17479,15396,43175,#N/A N/A,30872,2661,41361,86328,9629,57661,81736,314884,7065,5459,#N/A N/A,3146,98075,6995,351051,2874,429925,#N/A N/A,120491,89580,#N/A N/A,7724,3818,#N/A N/A,14633,20978,9434,141010,#N/A N/A,45925,20111,44070,69877,#N/A N/A,64785,1623279,1483473,#N/A N/A,#N/A N/A,45730,1585218,217674,442053,5362,#N/A N/A,#N/A N/A,29304,33719,632965,10716,2322,1970,#N/A N/A
1/7/2014,61220,30081,151524,127778,83900,#N/A N/A,43298,1100,#N/A N/A,15645,52202,372668,39552,14151,40069,55875,#N/A N/A,29215,3560,134337,176352,17434,56832,99312,328345,12913,10275,#N/A N/A,5718,57058,19264,1422241,3214,319395,#N/A N/A,169104,28323,#N/A N/A,9950,10967,#N/A N/A,16466,21371,19176,330254,#N/A N/A,33801,283682,11696,95727,#N/A N/A,62616,4820348,1526873,#N/A N/A,#N/A N/A,71556,2282899,339788,373925,6187,#N/A N/A,#N/A N/A,22995,7192,1148710,18550,2956,2800,#N/A N/A
1/8/2014,34023,29958,167250,168217,128632,#N/A N/A,28433,31,#N/A N/A,16863,76068,259271,46755,16840,26623,26300,#N/A N/A,32673,1833,59766,231334,7699,101010,108765,982343,3320,20795,#N/A N/A,20177,68898,11780,1177727,564,280624,#N/A N/A,117563,20986,#N/A N/A,11510,3248,#N/A N/A,29075,5524,15214,258607,#N/A N/A,47251,61366,24674,154248,#N/A N/A,89631,3991010,1504628,#N/A N/A,#N/A N/A,84398,2521707,517352,394774,24973,#N/A N/A,#N/A N/A,16410,6949,1014595,15076,1335,2629,#N/A N/A
1/9/2014,85381,57669,133216,154322,223060,#N/A N/A,43461,981,#N/A N/A,18391,64218,485894,29469,18980,23409,39405,#N/A N/A,42269,4474,113457,191257,5752,121347,123260,491793,666,5617,#N/A N/A,54930,180176,16698,566530,832,322741,#N/A N/A,98343,24195,#N/A N/A,21128,12849,#N/A N/A,18208,32846,21408,270701,#N/A N/A,42738,57871,16983,84631,#N/A N/A,79131,4142670,627515,#N/A N/A,#N/A N/A,46478,1018567,433234,892250,8274,#N/A N/A,#N/A N/A,12393,56961,1026845,10259,3113,4236,#N/A N/A
1/10/2014,120429,85298,113386,122874,156028,#N/A N/A,286289,691,#N/A N/A,13069,25689,384373,37415,12437,32095,23200,#N/A N/A,59119,4219,70266,174348,4589,84897,103943,259767,1540,2504,#N/A N/A,75218,92568,4189,816038,788,1233907,#N/A N/A,263393,65725,#N/A N/A,18210,5519,#N/A N/A,30379,26659,17005,206202,#N/A N/A,48051,101438,12895,134063,#N/A N/A,122207,2796341,660811,#N/A N/A,#N/A N/A,60258,941849,369750,628362,4536,#N/A N/A,#N/A N/A,29268,5523,2461728,11538,6375,2927,#N/A N/A
1/13/2014,39853,42785,246382,104394,216906,#N/A N/A,71164,1140,#N/A N/A,13512,16377,642672,40827,15390,21376,38815,#N/A N/A,21295,3118,80307,204814,14821,63419,176882,456341,75,2393,#N/A N/A,233282,142131,12089,693596,2117,349514,#N/A N/A,108417,25716,#N/A N/A,10730,9291,#N/A N/A,12756,22353,11917,360753,#N/A N/A,33616,74743,18852,85631,#N/A N/A,147985,1786161,2247394,#N/A N/A,#N/A N/A,37836,737204,341364,2700379,11625,#N/A N/A,#N/A N/A,9717,11089,1218376,10688,2851,2121,#N/A N/A
1/14/2014,15183,24106,242118,136360,263527,#N/A N/A,29772,1561,#N/A N/A,22322,14316,310531,29345,17318,45189,40365,#N/A N/A,31937,6236,65196,75359,3205,85101,174930,373542,3012,4969,#N/A N/A,125263,84970,3188,608755,1445,305020,#N/A N/A,86226,27908,#N/A N/A,19766,5664,#N/A N/A,13513,40351,18788,233126,#N/A N/A,30512,45910,17615,78030,#N/A N/A,108801,1931740,1217982,#N/A N/A,#N/A N/A,36760,934125,289744,1467884,12124,#N/A N/A,#N/A N/A,12315,21350,1138535,7890,2058,1917,#N/A N/A
1/15/2014,75409,53635,170098,120820,182213,#N/A N/A,85138,78,#N/A N/A,24153,11057,273034,28063,10746,19443,16485,#N/A N/A,13622,8969,128418,128880,18770,175924,231969,1352965,600,2716,#N/A N/A,68794,111895,12513,535252,3917,398824,#N/A N/A,63160,188399,#N/A N/A,14539,7770,#N/A N/A,17461,110492,11445,276857,#N/A N/A,24603,34325,12574,115151,#N/A N/A,74305,3009119,1077234,#N/A N/A,#N/A N/A,76004,1150822,217310,889703,10144,#N/A N/A,#N/A N/A,5328,14115,897203,16528,8605,2520,#N/A N/A
1/16/2014,21049,56091,139985,171860,186041,#N/A N/A,103412,3531,#N/A N/A,23135,14171,131738,70407,17866,17101,10920,#N/A N/A,104308,2199,87087,285265,14957,229910,304230,1273967,800,3055,#N/A N/A,72363,86255,10770,498568,2295,222710,#N/A N/A,102265,22435,#N/A N/A,7232,4180,#N/A N/A,20307,23085,34243,187137,#N/A N/A,30169,17660,13066,91440,#N/A N/A,79888,1820356,795405,#N/A N/A,#N/A N/A,73130,642750,203364,607470,16203,#N/A N/A,#N/A N/A,22476,28298,718554,7577,10296,2456,#N/A N/A
1/17/2014,94883,45055,100815,246316,291881,#N/A N/A,140710,2892,#N/A N/A,25720,19836,157399,84251,15335,34491,52325,#N/A N/A,146497,4667,78459,100795,4363,99458,168539,1167565,200,5085,#N/A N/A,53652,121028,13297,1251156,2484,221310,#N/A N/A,87468,57113,#N/A N/A,8239,6317,#N/A N/A,15934,43917,15455,181810,#N/A N/A,35085,28425,50449,187910,#N/A N/A,133544,1285555,683785,#N/A N/A,#N/A N/A,54252,537290,162576,311039,5281,#N/A N/A,#N/A N/A,26925,26543,1222530,5415,26915,2404,#N/A N/A
1/20/2014,61205,29127,107843,167785,252640,#N/A N/A,38363,1150,#N/A N/A,11328,96686,158626,63536,14454,26566,27110,#N/A N/A,110310,1379,145494,59999,2794,72211,203998,736125,1160,2460,#N/A N/A,151154,62444,19385,506715,1705,216173,#N/A N/A,89817,6891,#N/A N/A,8670,7285,#N/A N/A,17936,20819,60483,154050,#N/A N/A,29624,43453,21522,45466,#N/A N/A,164669,1614686,774488,#N/A N/A,#N/A N/A,117518,1715988,112214,357480,3947,#N/A N/A,#N/A N/A,2541,14435,1918144,7021,7473,1229,#N/A N/A
1/21/2014,57665,20351,91953,151465,292004,#N/A N/A,43770,1150,#N/A N/A,116783,100946,314173,71974,20381,31788,13435,#N/A N/A,93952,2288,189468,383900,6832,68485,227879,439633,680,2252,#N/A N/A,50896,91104,9287,554815,5353,237229,#N/A N/A,106338,14575,#N/A N/A,14988,3355,#N/A N/A,27622,53828,22093,127389,#N/A N/A,48541,22367,15874,100842,#N/A N/A,104710,4512508,849989,#N/A N/A,#N/A N/A,47832,831484,220368,335557,27338,#N/A N/A,#N/A N/A,5484,5719,626825,4747,6285,2618,#N/A N/A
1/22/2014,78003,26771,100521,113804,126219,#N/A N/A,42902,1150,#N/A N/A,66995,48864,569573,39342,13518,37590,17745,#N/A N/A,24403,2456,232080,244354,8272,64549,204518,1172587,418,2611,#N/A N/A,4028,72707,24762,684783,1101,203829,#N/A N/A,50229,3854,#N/A N/A,13050,4484,#N/A N/A,28049,28702,12091,265451,#N/A N/A,15007,29135,30414,122192,#N/A N/A,73041,2864951,835187,#N/A N/A,#N/A N/A,50092,577417,185386,624802,17667,#N/A N/A,#N/A N/A,44469,2991,629313,3191,838,2116,#N/A N/A
