Code,J:TYMO(P)~U$,J:TTMO(P)~U$,J:SFTB(P)~U$,J:NTT(P)~U$,J:SO@N(P)~U$,J:CP@N(P)~U$,J:DDIC(P)~U$,J:TA@N(P)~U$,J:D@SA(P)~U$,J:MITF(P)~U$,J:RETA(P)~U$,J:HO@N(P)~U$,J:RHCL(P)~U$,J:UC@N(P)~U$,J:KA@N(P)~U$,J:ABOT(P)~U$,J:SMFI(P)~U$,J:DA@N(P)~U$,J:RG@N(P)~U$,J:YP@N(P)~U$,J:JRCE(P)~U$,J:JPHC(P)~U$,J:ITCN(P)~U$,J:ZJ@N(P)~U$,J:SEVI(P)~U$,J:MIHO(P)~U$,J:CN@N(P)~U$,J:EAJR(P)~U$,J:DU@N(P)~U$,J:HC@N(P)~U$,J:UM@N(P)~U$,J:MIZH(P)~U$,J:SHDO(P)~U$,J:DE@N(P)~U$,J:FP@N(P)~U$,J:SNET(P)~U$,J:TERU(P)~U$,J:BR@N(P)~U$,J:ES@N(P)~U$,J:ME@N(P)~U$,J:MT@N(P)~U$,J:OTHD(P)~U$,J:FT@N(P)~U$,J:CQ@N(P)~U$,J:OLYC(P)~U$,J:KP@N(P)~U$,J:JT@N(P)~U$,J:KB@N(P)~U$,J:KM@N(P)~U$,J:NM@N(P)~U$,J:MI@N(P)~U$,J:YHOO(P)~U$,J:ASBR(P)~U$,J:DALF(P)~U$,J:DH@N(P)~U$,J:MIFU(P)~U$,J:MSAD(P)~U$,J:NR@N(P)~U$,J:SQ@N(P)~U$,J:FJ@N(P)~U$,J:IX@N(P)~U$,J:JXHO(P)~U$,J:KU@N(P)~U$,J:KH@N(P)~U$,J:COMM(P)~U$,J:RAKT(P)~U$,J:NKSJ(P)~U$,J:UJ@N(P)~U$,J:CK@N(P)~U$,J:WJR(P)~U$,J:AB@N(P)~U$,J:AJ@N(P)~U$,J:AC@N(P)~U$,J:N@MB(P)~U$,J:CL@N(P)~U$,J:KE@N(P)~U$,J:MEJH(P)~U$,J:NJ@N(P)~U$,J:NSSM(P)~U$,J:OMRN(P)~U$,J:SE@N(P)~U$,J:SUEL(P)~U$,J:SMTH(P)~U$,J:TD@N(P)~U$,J:TZ@N(P)~U$,J:JR@N(P)~U$,J:ANAW(P)~U$,J:DP@N(P)~U$,J:FAMA(P)~U$,J:IDKO(P)~U$,J:INPX(P)~U$,J:KTEL(P)~U$,J:KN@N(P)~U$,J:MRBU(P)~U$,J:IA@N(P)~U$,J:MCHC(P)~U$,J:MH@N(P)~U$,J:IF@N(P)~U$,J:VF@N(P)~U$,J:OQ@N(P)~U$,J:DBHI(P)~U$,J:SFH(P)~U$,J:EM@N(P)~U$,J:TC@N(P)~U$,J:RY@N(P)~U$,J:TRAY(P)~U$,J:TYTS(P)~U$,J:REND(P)~U$,J:IN@N(P)~U$,J:OJ@N(P)~U$,J:YE@N(P)~U$,J:AG@N(P)~U$,J:AL@N(P)~U$,J:AM@N(P)~U$,J:AOZR(P)~U$,J:CC@N(P)~U$,J:CHBK(P)~U$,J:CHOC(P)~U$,J:CONF(P)~U$,J:SECR(P)~U$,J:CYBA(P)~U$,J:DS@N(P)~U$,J:DENA(P)~U$,J:EC@N(P)~U$,J:DENN(P)~U$,J:EQ@N(P)~U$,J:DM@N(P)~U$,J:EB@N(P)~U$,J:FECL(P)~U$,J:FUKU(P)~U$,J:FU@N(P)~U$,J:GSYU(P)~U$,J:AQ@N(P)~U$,J:OM@N(P)~U$,J:HTCM(P)~U$,J:IH@N(P)~U$,J:ZW@N(P)~U$,J:IM@N(P)~U$,J:MZYA(P)~U$,J:JFEH(P)~U$,J:JGCC(P)~U$,J:OE@N(P)~U$,J:KC@N(P)~U$,J:KW@N(P)~U$,J:KK@N(P)~U$,J:KSER(P)~U$,J:BS@N(P)~U$,J:KONA(P)~U$,J:KONM(P)~U$,J:RK@N(P)~U$,J:MNIC(P)~U$,J:UI@N(P)~U$,J:MASU(P)~U$,J:KO@N(P)~U$,J:JZ@N(P)~U$,J:LM@N(P)~U$,J:MMOT(P)~U$,J:PC@N(P)~U$,J:MO@N(P)~U$,J:KI@N(P)~U$,J:FY@N(P)~U$,J:RZ@N(P)~U$,J:OU@N(P)~U$,J:LO@N(P)~U$,J:NX@N(P)~U$,J:NU@N(P)~U$,J:NPIC(P)~U$,J:NS@N(P)~U$,J:NY@N(P)~U$,J:NH@N(P)~U$,J:BO@N(P)~U$,J:NIBO(P)~U$,J:NSKC(P)~U$,J:OB@N(P)~U$,J:OJIH(P)~U$,J:OUMA(P)~U$,J:RH@N(P)~U$,J:PB@N(P)~U$,J:EP@N(P)~U$,J:SEEP(P)~U$,J:SZ@N(P)~U$,J:SHBA(P)~U$,J:ZB@N(P)~U$,J:SW@N(P)~U$,J:SKYP(P)~U$,J:NIIW(P)~U$,J:UMCO(P)~U$,J:SC@N(P)~U$,J:DPPH(P)~U$,J:OZ@N(P)~U$,J:ZC@N(P)~U$,J:TADH(P)~U$,J:OC@N(P)~U$,J:GO@N(P)~U$,J:TU@N(P)~U$,J:TKOS(P)~U$,J:TJ@N(P)~U$,J:TOHO(P)~U$,J:EL@N(P)~U$,J:TOSO(P)~U$,J:TE@N(P)~U$,J:JQ@N(P)~U$,J:TFUD(P)~U$,J:PT@N(P)~U$,J:TSHC(P)~U$,J:TOTO(P)~U$,J:TOYS(P)~U$,J:UBEI(P)~U$,J:YM@N(P)~U$,J:XE@N(P)~U$,J:YORU(P)~U$,J:CW@N(P)~U$,J:GG@N(P)~U$,J:HTZZ(P)~U$,J:JW@N(P)~U$,J:MISH(P)~U$,J:MG@N(P)~U$,J:NIPM(P)~U$,J:SG@N(P)~U$,J:NTN(P)~U$,J:OK@N(P)~U$,J:FZ@N(P)~U$,J:GC@N(P)~U$,J:TOBO(P)~U$,J:UNIT(P)~U$
10/29/2019,69.33,26.39,37.67,24.57,59.19,83.25,27.26,35.62,64.36,5.3,622.13,27.62,32.68,112.1,77.18,22.46,36.03,140.67,206.73,16.49,206.05,9.22,21.01,25.36,38.82,52.45,26.75,91.11,197.04,39.37,14.4,1.56,79.03,46.07,44.03,23.4,32.31,42.02,73.41,19.09,16.8,41.86,82.69,65.53,13.06,90.47,20.16,20.89,24.15,4.58,8.43,3.06,49.55,16.83,34.13,25.3,31.63,6.4,57.76,28.38,46.92,4.72,16.41,18.9,12.99,9.64,38.67,16.11,35.94,85.04,51.82,18.73,11.22,61.93,14.77,11.48,72.68,42.54,14.76,62.2,21.58,13.76,37.04,102.72,25.21,18.95,33.94,26.75,26.13,29.54,9.3,63.03,46.49,7,19,7.7,41.22,56.2,25.04,19.39,4.44,21.96,34.1,39.69,33.54,7.22,34.27,50.72,46.4,16.87,39.78,33.4,20.09,11.44,26.03,16.43,5.54,29.26,4.05,14.54,38.13,4.66,17.03,29.49,36.02,29.17,35.05,30.69,32.2,19.78,28.44,17.85,13.06,9.28,25.71,25.45,8.21,11.82,13,12.75,14.8,12.4,13.86,24.37,14.96,41.71,5.59,44.24,7.44,12.2,25.5,22.47,8.26,9.42,25.69,29.13,4.63,24.15,28.67,15.28,42.08,22.27,12.83,23.02,55.04,12.39,17.37,5.62,18.43,40.2,18.87,8.44,9.57,10.34,5.25,60.55,9.01,25.08,73.51,14.04,9.45,15.96,7.73,28.3,4.1,3.17,17.38,4.64,17.36,32.25,44.93,11.56,28.71,27.66,9.9,11.64,20.3,40.57,10.32,27.17,4.73,14.4,6.65,18.37,14.15,41.03,16.15,21.72,20.14,18.2,22.53,5.32,4.64,3.28,22.07,10.26,29.17,1.98,6.33,3.18,13.33,24.84,20.8,13.55,3.16
10/30/2019,69.38,26.81,37.11,24.7,58.46,84.13,27.33,35.7,65.19,5.29,607.92,27.43,32.95,111.96,78.38,22.55,35.91,139.47,201.87,16.92,207.06,9.19,21,25.37,38.44,53.16,27.3,91.26,196.96,39.35,14.44,1.57,82.14,45.59,43.62,23.37,32.45,42.24,74.83,19,16.89,41.92,89.06,64.63,13.14,90.93,20.17,21.34,24.06,4.68,8.38,3.04,49.87,16.67,34.2,25.01,32.19,6.33,57.28,28.56,47.19,4.65,16,18.04,12.96,9.53,39.5,16.09,35.48,86.13,49.78,19.05,11.16,61.72,14.85,11.45,72.65,40.04,14.55,58.96,21.29,13.76,36.72,99.74,25.35,18.98,34.33,26.82,25.51,29.11,9.18,62.73,47.02,7.04,18.77,7.66,41.27,55.3,24.95,19.85,4.41,22.23,33.37,39.58,33.8,7.14,34.4,50.15,46.66,16.75,38.34,32.83,19.8,11.43,25.69,16.44,5.47,29.3,4.09,14.42,36.97,4.65,17.13,29.07,36.14,28.84,34.44,29.9,31.78,19.51,27.87,17.71,12.89,9.27,26.12,24.9,7.94,11.74,12.75,12.41,14.47,12.33,13.82,24.38,14.72,42.2,5.32,43.72,7.38,11.96,25.71,22.2,8.14,9.27,25.8,28.79,4.54,24,28.29,15.26,42.16,22.79,12.74,22.29,54.56,12.18,17.26,5.67,18.39,40.55,20.55,8.37,9.42,10.32,5.27,58.96,8.92,24.99,72.01,14.01,9.33,15.69,7.7,28.01,4.07,3.14,17.09,4.57,17.71,31.73,45,11.22,28.66,26.96,9.93,11.46,20.27,40.96,10.08,26.81,4.68,14.19,6.56,18.43,13.9,40.32,16.03,21.31,19.99,18.11,22.49,5.28,4.56,3.33,21.2,10.22,28.01,1.97,6.19,3.1,13.32,24.45,20.3,13.53,3.1
10/31/2019,69.77,27.52,38.76,24.86,61.28,84.64,27.74,36.34,66.05,5.27,620.23,27.21,33.4,112.48,80.88,22.72,35.89,140.88,204.2,17.19,206.23,9.21,21.01,25.57,37.93,54.28,27.4,91.11,199.81,37.64,14.4,1.56,82.96,46.82,44.22,24.09,32.84,41.84,72.96,19.49,17.27,41.98,89,66.07,13.69,93.1,20.21,21.32,23.67,4.58,8.48,3.09,50.23,16.52,34.55,25.72,32.46,6.38,60.29,28.89,47.52,4.71,16.02,18.46,13.25,9.6,39.54,16.31,36.47,87.11,45.74,19.05,11.21,61.68,15.04,11.7,72.34,39.78,14.72,59.2,21.66,13.84,36.78,100.18,24.48,18.97,34.43,26.9,24.94,29.65,9.33,62.07,48.38,7.08,19.24,7.68,40.72,55.87,24.45,19.64,4.39,21.64,33.82,39.78,33.53,7.13,34.87,50.88,46.9,16.87,38.67,35.43,21.68,11.5,25.82,16.33,5.5,29.69,4.13,14.6,32.65,4.53,17.09,29.18,35.98,28.95,34.78,29.97,32.1,19.52,28.31,18.39,13,9.55,26.12,24.98,8.03,11.72,12.81,12.65,14.66,12.89,13.84,24.26,15.11,41.12,5.44,44.12,7.39,12.01,26.02,22.36,8.27,9.3,25.55,28.95,4.61,24.08,27.53,15.48,42.04,22.99,12.86,22.75,57.44,12.24,17.33,5.74,18.16,41.44,19.89,8.42,9.4,10.36,5.23,60.5,8.97,25.23,70.21,14.23,9.38,15.74,7.7,28.44,4.15,3.16,16.84,4.62,17.59,31.4,44.03,11.29,28.49,26.84,9.98,11.67,20.18,40.42,10.21,26.98,4.64,14.33,6.67,18.6,13.86,41.21,15.98,21.66,19.8,18.47,22.54,5.36,4.69,3.4,21.41,10.23,28.35,1.96,6.32,3.14,13.45,24.12,20.51,13.61,3.14
11/1/2019,69.82,27.87,38.76,24.82,61.2,84.58,28.1,36.99,63.44,5.23,625.7,27.32,33.49,111.23,80.81,22.45,35.7,140.27,205.69,17.02,206.01,9.23,21.12,25.26,37.41,53.93,27.38,91.88,195.89,37.95,14.43,1.56,82.36,45.42,43.88,23.96,32.78,41.61,70.47,19.7,17.12,41.26,88.01,64.22,13.3,91.59,20.12,21.32,23.07,4.58,9.07,3.05,50.19,16.04,34.67,25.84,32.34,6.44,58.64,28.87,48.74,4.67,15.7,18.23,12.99,9.47,39.74,15.38,36.42,87.67,47.43,19.17,11.16,61.62,14.87,11.78,72.86,39.99,14.72,59.55,21.7,13.68,36.81,98.94,24.36,19.06,34.27,26.85,24.31,29.31,9.09,61.86,48.08,6.99,19.21,7.64,39.76,54.83,24.29,19.55,4.36,21.61,33.21,39.16,35.74,7.14,33.38,50.3,46.42,16.63,39.02,36.38,21.58,11.36,25.64,16.14,5.52,29.36,4.14,14.51,31.95,4.65,17.24,28.9,36.34,28.94,34.03,29.73,31.25,19.4,27.45,18.49,13.01,9.47,25.46,24.68,8.12,11.59,12.73,12.48,14.51,12.36,13.67,23.28,15.14,42.02,5.37,47.06,7.36,12.17,25.89,22.52,8.24,9.18,26.41,28.76,4.59,23.59,27.11,16.02,44.29,22.7,12.73,22.19,58.16,12.25,17.1,5.69,18.36,40.55,19.54,8.35,9.22,10.22,5.15,58.81,8.87,25.2,71.2,14.53,9.31,15.4,7.67,28.02,4.13,3.22,16.81,4.63,16.69,30.28,44.01,11.11,28.53,26.45,9.87,11.74,19.77,40.82,10.13,26.56,4.67,14.41,6.78,18.88,13.96,39.85,17.24,21.71,19.77,18.14,22.44,5.32,4.37,3.62,20.79,10.26,28.06,1.95,6.07,2.95,13.25,23.72,20,13.58,3.11
11/4/2019,69.58,27.77,38.63,24.74,61,84.29,28.01,36.86,63.23,5.21,623.6,27.23,33.38,110.86,80.54,22.37,35.58,139.8,204.99,16.96,205.32,9.2,21.05,25.17,37.29,53.75,27.29,91.57,195.23,37.82,14.39,1.56,82.08,45.27,43.74,23.88,32.67,41.47,70.23,19.64,17.07,41.12,87.71,64,13.25,91.28,20.06,21.25,23,4.56,9.04,3.04,50.02,15.98,34.56,25.75,32.24,6.42,58.44,28.77,48.57,4.66,15.64,18.17,12.95,9.44,39.61,15.33,36.3,87.38,47.27,19.1,11.12,61.41,14.82,11.74,72.62,39.86,14.67,59.35,21.63,13.64,36.69,98.6,24.28,18.99,34.15,26.76,24.23,29.21,9.06,61.65,47.92,6.97,19.15,7.62,39.63,54.65,24.21,19.48,4.35,21.54,33.1,39.03,35.62,7.12,33.27,50.13,46.26,16.57,38.89,36.26,21.51,11.33,25.55,16.09,5.5,29.26,4.13,14.46,31.84,4.63,17.18,28.8,36.22,28.84,33.91,29.63,31.15,19.33,27.36,18.43,12.97,9.44,25.37,24.6,8.09,11.55,12.69,12.44,14.46,12.32,13.62,23.2,15.09,41.88,5.35,46.91,7.34,12.13,25.8,22.45,8.21,9.15,26.32,28.66,4.57,23.51,27.02,15.97,44.14,22.62,12.69,22.12,57.96,12.21,17.04,5.67,18.3,40.41,19.47,8.32,9.19,10.18,5.13,58.61,8.84,25.11,70.96,14.48,9.28,15.35,7.65,27.92,4.12,3.21,16.75,4.62,16.63,30.18,43.86,11.08,28.43,26.36,9.83,11.7,19.7,40.69,10.1,26.48,4.65,14.36,6.75,18.82,13.92,39.72,17.18,21.64,19.7,18.08,22.37,5.3,4.36,3.6,20.72,10.23,27.97,1.94,6.05,2.94,13.21,23.64,19.93,13.54,3.1
11/5/2019,70.07,27.74,39.34,25.51,61.32,83.38,29.2,38.52,61.8,5.29,627.12,27.69,34.06,113.33,78.63,22.38,36.09,142.83,203.44,16.59,207.51,9.23,21.12,25.1,37.85,54.62,27.46,92.17,196.11,37.11,14.61,1.56,82.68,46.63,46.41,24.07,32.93,42.09,70.11,19.45,17.21,40.82,87.01,65.27,13.43,90.98,20.27,21.12,24.1,4.67,9.25,3.52,50.53,16.63,33.94,25.99,32.26,6.44,58.18,28.73,48.99,4.81,16.05,17.95,13.67,9.48,40.34,14.9,36.1,89.23,47.18,19.04,11.48,61.91,14.75,11.56,73.2,39.26,14.53,60.74,21.82,14.05,37.35,103.89,23.99,19.26,34.34,27.14,24.75,29.68,9.56,63.95,49.75,7.04,19.56,7.84,40.44,55.79,24.96,19.43,4.4,22.16,32.95,39.67,35.78,7.17,33.44,49.84,51.49,16.56,39.53,36.74,21.89,11.57,25.77,16.15,5.6,28.81,4.19,14.79,32.16,4.65,17.03,29.09,36.56,29.64,34.26,30.19,31.06,19.5,27.76,18.76,12.87,9.69,26.51,24.37,8.19,11.76,12.79,12.59,14.65,12.76,13.93,23.48,15.29,42.14,5.47,43.06,6.5,12.35,25.86,22.55,8.35,9.29,26.01,28.91,4.76,24.04,27.67,16.47,44.75,22.4,13,22.85,59.28,12.39,17.14,5.83,18.51,41.41,19.81,8.78,9.68,10.43,5.52,58.63,9.55,25,69.35,14.35,9.42,15.99,7.75,28.49,4.15,3.19,17.17,4.68,16.96,31.01,43.88,11.43,28.86,26.73,10.07,11.7,19.4,40.31,10.29,28.03,4.69,14.24,6.8,18.85,14.44,41.96,18,20.94,20.18,18.53,22.9,5.43,4.32,3.67,20.65,7.97,28.95,2.01,6.03,3.1,13.35,24.15,20.94,13.68,3.23
11/6/2019,70.16,27.48,39.64,24.62,60.9,84.29,29.31,38.77,63.1,5.34,629.76,27.8,33.63,113.64,78.77,22.28,36.29,143.45,202.06,16.76,208.16,9.31,21.14,26.05,38.28,54.24,27.34,91.81,198.62,37.94,14.6,1.57,82.14,46.36,44.5,24.09,32.81,42.49,69.14,19.29,17.34,40.81,85.02,66.28,13.54,89.43,20.51,20.97,24.26,4.72,9.31,3.35,47.52,16.93,33.85,25.93,32.62,6.45,58.86,28.58,47.3,4.78,16.34,18.21,13.46,9.58,40.3,15.19,36.52,88.7,48.43,17.99,11.41,61.94,14.72,11.65,73.93,38.84,14.88,60.9,21.53,14.4,37.82,105.66,23.77,19.27,34.44,27.46,25.37,30.08,9.74,63.84,50.54,7.2,19.71,8.04,40.62,56.41,25.01,19.58,4.44,22.27,33.17,40.91,35.96,7.22,34.12,48.7,53.2,16.67,38.94,36.6,21.9,11.4,25.97,16.08,5.65,28.94,4.22,14.96,32.84,4.68,16.76,29.58,37.01,29.76,34.58,30.41,31.05,19.78,27.88,18.9,13.06,9.58,26.64,24.21,8.49,11.76,13.13,12.92,14.9,12.93,14.12,23.52,15.97,42.24,5.66,43.2,6.69,12.57,27.03,22.87,8.41,9.34,26.44,29.35,4.84,24.68,28.2,16.81,44.26,23.89,13.17,23.03,61.18,12.33,17.62,5.83,18.79,41.09,19.8,8.58,9.78,10.53,5.77,59.25,9.53,24.2,69.8,14.42,9.57,16.21,7.78,28.85,4.18,3.22,17.54,4.73,16.81,30.86,44.21,11.92,29.35,27.24,10,12.04,19.95,39.62,10.37,28.85,4.73,14.3,6.73,18.87,14.77,42.24,18.1,21.62,20.3,18.15,22.89,5.55,4.35,3.71,20.99,8.25,29.72,2.05,6.1,3.17,13.31,24.28,20.93,13.76,3.28
11/7/2019,70.76,27.58,38.65,25.15,59.93,85.3,29.27,39.13,62.56,5.32,632.09,27.57,34.06,112,78.94,22.29,36.22,141.13,202.68,16.69,206.98,9.25,21.07,25.65,38.39,53.85,27.24,92.06,197.83,38.39,14.68,1.56,82,45.97,44.27,24.26,32.4,42.23,68.44,19.36,17.4,41.3,86.5,65.52,15.55,87.9,20.81,21.03,24.23,4.73,9.34,3.4,47.36,16.89,34.37,25.93,32.59,6.38,58.17,28.2,47.23,4.75,16.24,18.46,13.63,9.75,40.24,15.1,36.15,89.78,49.12,17.16,11.63,61.38,14.61,11.59,74.72,39.97,14.58,59.72,21.55,14.46,37.57,104.18,23.89,19.31,34.53,27.2,25.49,29.31,9.75,63.29,50.94,7.19,19.66,8.05,39.99,57.07,24.94,19.48,4.4,21.99,33.12,40.56,36.04,7.18,33.98,49.48,53.32,16.58,39.56,36.22,21.87,11.57,25.65,16.17,5.59,28.72,4.17,15.07,33.7,4.68,16.27,29.18,36.77,29.5,36.58,29.91,30.73,19.44,28.44,20.09,13.08,9.59,26.52,23.91,8.37,11.61,13,12.66,14.67,13.12,13.96,23.66,15.82,41.8,5.33,41.98,6.58,12.68,26.94,22.66,8.32,9.16,26.08,29.41,4.5,24.95,27.48,16.89,44.45,23.59,13.09,22.28,60.64,12.37,17.12,5.86,18.59,40.65,19.73,8.53,9.91,10.44,5.73,58.99,9.51,23.34,68.87,14.3,9.54,16.23,7.75,28.67,4.26,3.17,16.65,4.69,17.05,30.32,43.95,11.86,29.31,27.53,9.88,12.05,19.46,40.01,9.86,28.22,4.65,14.24,6.71,18.82,14.7,41.98,18.03,21.56,20.1,17.65,22.83,5.55,4.38,3.71,21.05,8.17,29.31,2.09,6.01,3.27,13.6,24.71,19.8,14.63,3.29
11/8/2019,72.43,27.58,39.8,25.06,60.17,83.82,29.13,40.11,61.32,5.41,624.58,28.15,34.63,110.72,78.41,22.35,36.79,139.58,199.55,16.67,206.51,9.32,21.62,26.35,38.44,54.15,27.52,91.76,197.81,39.08,14.59,1.58,75.29,46.89,44.5,24.74,36.81,42.55,69.34,18.98,17.65,41.38,86.09,65.73,15.85,87.12,20.81,23.07,24.55,4.76,9.36,3.41,47.55,17.12,34.07,25.79,32.57,6.51,58.05,27.7,46.29,4.81,15.96,18.52,13.6,9.33,40.31,15.32,36.36,89.13,49.48,16.94,11.67,58.54,14.46,11.55,74.76,39.76,14.81,60.84,21.24,14.53,37.93,104.63,23.84,19.35,34.44,27.2,25.03,29.55,9.83,63.31,51.03,7.33,19.8,8.06,40.08,57.26,25.29,19.5,4.43,22.51,33.09,40.13,35.92,7.06,34.4,52.13,54.33,16.89,38.66,36.79,21.78,12.01,25.93,17.42,5.61,29.23,4.23,15.29,34.68,4.73,16.03,30.78,36.92,29.87,36.79,30.19,32.02,19.57,28.91,20.7,13.27,9.79,26.53,23.56,9.36,11.76,13.32,12.85,15.07,13.48,13.94,23.78,16.4,41.23,5.5,42.47,6.69,12.67,26.93,23.18,8.33,9.25,26.3,28.91,4.6,25.43,27.81,17.04,44.44,23.15,13.84,22.68,62.58,12.83,17.27,5.9,18.53,41.46,19.6,8.84,10.15,10.42,5.76,60.47,9.75,23.68,68.07,14.48,9.55,16.45,7.8,29.32,4.28,3.23,16.22,4.74,17.08,30.65,45.44,12.18,29.73,26.66,10.03,12.26,19.46,39.81,9.78,28.08,4.65,14,6.72,18.99,15.03,42.24,17.97,22.05,20.08,18.17,22.85,5.74,4.46,3.74,21.32,8.53,29.96,2.11,5.95,3.37,14.34,24.73,19.86,15.15,3.35
11/11/2019,72.67,27.97,39.41,25.31,61.25,84.73,29.33,39.59,61.4,5.43,619.4,29.34,34.21,110.17,78.93,22.57,36.83,140.14,200.4,16.62,206.73,9.35,21.73,26.32,38.91,54.5,27.56,92.75,194.77,39.24,14.37,1.58,73.75,46.95,44.17,25.7,35.41,42.23,68.48,18.89,17.56,41.18,86.36,65.81,15.75,90.54,20.87,23.34,24.42,4.74,9.35,3.44,48.72,17.2,31.53,25.34,32.57,6.48,57.87,27.62,45.96,4.72,15.72,18.71,13.37,9.13,40.63,15.39,36.47,88.94,49.77,17.34,11.66,60.02,14.45,11.5,72.68,40.28,14.87,59.94,21.22,14.42,37.8,103.39,23.97,19.72,34.45,27.02,24.71,29.51,9.75,63.33,50.69,7.39,19.83,8.04,40.2,56.37,25.19,19.48,4.38,22.22,32.34,38.86,36.16,7.23,34.83,51.6,53.98,16.52,38.45,37.3,21.8,11.88,25.97,18.08,5.66,28.41,4.31,15.21,33.18,4.7,15.98,31.58,36.62,29.83,36.71,29.93,32.22,19.73,28.64,20.42,13.36,9.68,26.19,23.72,9.21,11.55,13.09,12.85,14.86,13.42,13.85,23.82,16.18,41.93,5.43,42.48,6.6,12.72,26.67,23.43,8.28,9.19,26.38,28.78,4.67,25.67,27.77,17.15,44.91,22.92,13.95,22.97,61.59,13.05,18.05,5.87,18.31,45.6,19.41,8.72,10.09,10.32,5.81,59.21,9.85,24.31,67.82,14.33,9.47,16.33,7.73,29.05,4.26,3.2,16.15,4.77,17.21,30.66,45.37,12.31,29.51,26.94,9.83,12.15,19.63,40.69,9.81,28.23,4.67,13.91,6.46,18.91,15.26,42.44,18.01,22.16,19.95,18.1,22.8,5.55,4.47,3.8,21.35,8.27,29.1,2.14,6.02,3.31,15.05,23.21,19.2,15.21,3.46
11/12/2019,72.34,27.69,39.16,25.15,62,84.81,29.34,39.42,61.26,5.43,629.96,29.58,34.45,109.99,78.5,22.73,36.99,141.82,202.24,16.46,206.32,9.28,22.22,26.37,39.29,54.51,27.78,92.12,195.56,38.75,14.48,1.58,73.62,46.69,44.63,26.07,35.3,41.6,67.63,18.59,17.66,43.56,86.21,65.83,15.94,90.57,21.19,23.67,24.52,4.76,9.35,3.56,48.47,17.25,32.02,25.61,32.37,6.55,57.94,27.85,46.14,4.75,15.83,18.82,13.45,8.96,40.53,15.45,36.77,88.39,51.49,16.77,11.6,60.24,14.23,11.41,72.47,39.72,15,60.56,21.51,14.48,37.91,104.81,23.82,19.51,34.41,27.24,25.96,29.91,9.73,64.32,51.31,7.48,19.92,8.02,40.51,59.28,25.6,19.29,4.41,22.23,31.53,39.26,36.56,7.27,35.14,52.31,54.42,16.73,38.85,37.15,22.59,11.9,26.07,18.31,5.74,29,4.16,16.39,33.44,4.75,15.94,32.02,36.74,29.68,36.56,30.37,32.11,19.66,28.81,20.44,13.34,9.78,26.33,24.65,9.65,11.94,13.26,12.97,14.96,13.62,14.57,23.91,16.53,41.73,5.45,43.06,6.82,12.77,26.79,23.63,8.27,9.21,26.29,28.49,4.65,25.54,27.94,17.4,44.8,23.13,14.53,23.07,62.21,13.13,17.7,5.82,18.46,45.44,19.27,8.83,10.2,10.93,5.96,59.37,10,24.14,68.44,14.53,9.76,16.39,7.72,30.14,4.32,3.2,16.1,4.74,17.35,30.92,44.62,12.44,29.41,27.46,9.95,12.25,19.73,40.77,10.11,28.31,4.61,13.84,6.5,19.29,15.28,42.74,18.09,22.3,20.29,17.95,22.46,5.61,4.56,3.83,21.73,8.69,25.25,2.15,6.07,3.33,14.76,22.56,19.21,15.26,3.67
11/13/2019,72.55,27.64,39.33,25.17,62.65,84.99,29.23,40.19,61.16,5.4,620.77,29.51,33.9,110.59,78.8,22.72,37.01,141.54,203.52,16.49,205.91,9.26,21.98,26.36,39.44,54.28,27.76,92.79,195.11,38.3,14.36,1.58,73.59,46.18,47.64,25.49,34.76,41.51,66.45,18.37,17.51,42.79,87.82,65.11,15.65,89.73,21.01,23.45,24.44,4.83,9.35,3.53,47.99,16.95,31.42,25.51,32.17,6.54,57.56,27.98,46.65,4.7,15.44,18.77,13.21,9.1,40.33,15.33,36.09,89.01,53.43,16.61,11.47,60.27,14.02,11.28,71.46,39.55,14.8,60.61,21.55,14.39,37.91,104.75,23.67,19.97,34.24,27.1,25.53,29.29,9.62,64.38,50.21,7.4,19.78,8.06,40.27,58.03,25.38,19.08,4.41,21.69,31.2,39.64,36.51,7.44,34.58,52.05,54.44,16.48,38.49,36.51,22.49,11.78,26.01,18.52,5.82,29.43,4.16,16.06,32.79,4.74,15.91,31.36,36.14,29.61,36.69,30.21,31.91,19.8,28.6,20.58,13.33,9.81,25.99,24.58,9.42,12.31,13.11,12.36,15.17,13.4,14.25,23.84,16.7,41.61,5.35,43.45,6.7,12.59,26.73,23.22,8.2,9.2,26.19,28.33,4.64,25.2,27.77,16.97,44.88,22.87,14.22,22.73,62.08,12.99,17.48,5.84,18.54,44.24,18.97,8.95,10.1,10.92,5.88,58.58,10,24.07,68.61,14.4,9.71,16.25,7.61,30.39,4.26,3.17,15.96,4.67,16.97,29.84,44.37,12.26,29.89,27.06,9.93,12.02,19.72,41.06,10.1,28.37,4.52,13.88,6.51,19.76,15.17,42.86,17.65,21.87,20.14,17.91,22.44,5.51,4.52,3.81,21.79,8.44,24.98,2.17,6.01,3.32,14.58,22.1,18.8,15.3,3.64
